threshold,seed,pcc,rmse
4.0,0,0.8366943173188469,1.2794666979718632
4.0,1,0.8354593170325163,1.279966077558259
4.0,2,0.8337522239400419,1.279777064960399
4.0,3,0.8336601945941812,1.2838105236356077
4.0,4,0.8354539748855597,1.2794191040549328
4.0,5,0.8372651968717265,1.275857915762015
4.0,6,0.8342585651065112,1.2803295332363
4.0,7,0.8377135732199517,1.2733458114167833
4.0,8,0.8336984376876101,1.278844749142678
4.0,9,0.8328533144492977,1.2843738983751216
4.0,10,0.8389991906194455,1.2721218571527269
4.0,11,0.8341235548161493,1.28362948572175
4.0,12,0.8377114107574611,1.2751852989084176
4.0,13,0.8367431792435926,1.2750499122652235
4.0,14,0.8380071400702319,1.2724742954335337
4.0,15,0.8382549684646277,1.2732487794616092
4.0,16,0.8360051737488768,1.281554005692577
4.0,17,0.8360359719494754,1.2770932681695613
4.0,18,0.838322088493054,1.2744400764368147
4.0,19,0.8386299422018464,1.272239627161685
4.0,20,0.8314167312293065,1.2868644127753615
4.0,21,0.8403647660832807,1.2660068991316613
4.0,22,0.8342963713307608,1.2836612900872837
4.0,23,0.8364383655677591,1.2804581062573035
4.0,24,0.8391554997459227,1.2728295346028968
4.0,25,0.8375144092767328,1.2784355925050943
4.0,26,0.8346212987238755,1.2782480665002527
4.0,27,0.8359851291177293,1.2780476941933339
4.0,28,0.8364315388638894,1.2757467081039984
4.0,29,0.8376342293980623,1.276063260451119
4.0,30,0.8388101473868362,1.2695927757257393
4.0,31,0.8344075660587286,1.2814543179525948
4.0,32,0.8351056424103326,1.282183292482074
4.0,33,0.836636650189234,1.2759842485961914
4.0,34,0.836672471898828,1.2775662067259983
4.0,35,0.8348465677969827,1.2822233057103707
4.0,36,0.8354379990585319,1.278939344789525
4.0,37,0.8369027046652339,1.2752412845697512
4.0,38,0.8354402676534389,1.280444746678068
4.0,39,0.8369845592290978,1.2757864212276666
4.0,40,0.8343968691342182,1.2829059893771064
4.0,41,0.8335194161582534,1.2830026998745026
4.0,42,0.8364023932801344,1.279198234226649
4.0,43,0.8370993610624607,1.274739808537514
4.0,44,0.8351935963515873,1.2791818119195364
4.0,45,0.8358055179647809,1.2785671769662839
4.0,46,0.8361648083258414,1.2762203893766428
4.0,47,0.8369265063799175,1.277072910127147
4.0,48,0.8380404226295266,1.2751224445725913
4.0,49,0.8369019199840657,1.2758418396435622
4.0,50,0.8367826457631886,1.2758496500910599
4.0,51,0.8367264619106941,1.2740857326373518
4.0,52,0.8335748227603276,1.2834568169707263
4.0,53,0.8374230587631284,1.2760318170644658
4.0,54,0.8355210617085154,1.282342911733569
4.0,55,0.8343137901820259,1.2818446139143527
4.0,56,0.8354658772547466,1.2767473917732939
4.0,57,0.8390637821320107,1.2729142320633382
4.0,58,0.8340454345654835,1.2825858637568044
4.0,59,0.8352017287812229,1.2840044321413207
4.0,60,0.835676498951439,1.2799360418920251
4.0,61,0.8375865533807597,1.2725632812276158
4.0,62,0.8360232668911064,1.279145781810977
4.0,63,0.8380048762438049,1.2750578586407602
4.0,64,0.8354503956576961,1.278110547810836
4.0,65,0.8399022900533198,1.2688861622702772
4.0,66,0.8398884335332925,1.2715067233141335
4.0,67,0.8347516040246646,1.279948346884833
4.0,68,0.835850084938622,1.278117137678787
4.0,69,0.8360873302824432,1.2781305825887557
4.0,70,0.8328504263493682,1.2875965966402154
4.0,71,0.8368714285752828,1.2764013409582289
4.0,72,0.8360476121497485,1.2753861772087256
4.0,73,0.8380801029981358,1.2740292721385809
4.0,74,0.8328953594545414,1.287308300483956
4.0,75,0.8348547640893619,1.2798963153153726
4.0,76,0.8365770316633719,1.2782165062107351
4.0,77,0.8384462740887,1.2718585526267123
4.0,78,0.8377959368112228,1.2708443764036843
4.0,79,0.8349728554547169,1.281222082599446
4.0,80,0.8377945835798724,1.2753432491778762
4.0,81,0.8402859502175426,1.272183750182992
4.0,82,0.8376271918611624,1.271674570885445
4.0,83,0.8368974568136807,1.2740509182484387
4.0,84,0.8368499741658774,1.2782206839236088
4.0,85,0.8387741163526242,1.2723233189554741
4.0,86,0.8380489196066032,1.2719903416435538
4.0,87,0.8376228163438232,1.275160364396109
4.0,88,0.833680188538579,1.2824210001031853
4.0,89,0.8367912087042784,1.27483119772952
4.0,90,0.8370339745995932,1.277029703643943
4.0,91,0.8331151302068104,1.2872393217799212
4.0,92,0.8343918351239024,1.282334938381838
4.0,93,0.8355357910555598,1.2762490402351097
4.0,94,0.8393869790536811,1.2699160319216092
4.0,95,0.836801636779504,1.2730562087818655
4.0,96,0.8405287102361765,1.2661524418761096
4.0,97,0.8374838366676214,1.2734447065094032
4.0,98,0.8374550342674785,1.2750366597027976
4.0,99,0.8353672716887713,1.2808918381324637
5.0,0,0.8492952878387054,1.2253008136504775
5.0,1,0.8477173708589383,1.226533960125522
5.0,2,0.8498324354667726,1.219010341424906
5.0,3,0.8480881002074571,1.2262723995804081
5.0,4,0.8482193832965021,1.2248867984938432
5.0,5,0.8464859060614762,1.2303779999898212
5.0,6,0.8488562029934513,1.22375198810613
5.0,7,0.8490352458202124,1.2219203987285958
5.0,8,0.8513174838195546,1.2182747999458292
5.0,9,0.8507084475085293,1.2191420568749816
5.0,10,0.8480092833974453,1.22709818373075
5.0,11,0.8482388361991737,1.2270841286438694
5.0,12,0.8471563550425542,1.231300794966661
5.0,13,0.847875083513851,1.2255308063251606
5.0,14,0.8477349361853316,1.228148992483607
5.0,15,0.8513766464466817,1.2167673925798868
5.0,16,0.8478158157692552,1.2250774089538654
5.0,17,0.8485315878471349,1.2254176780057076
5.0,18,0.8489661751362879,1.2248842865611038
5.0,19,0.848342623977634,1.2247935310091898
5.0,20,0.8478160333857424,1.224988029477459
5.0,21,0.8498622193518156,1.2204763827908625
5.0,22,0.8489631429697585,1.2260114189055173
5.0,23,0.8465839982930585,1.2292284916486835
5.0,24,0.8527573170359106,1.2151034662285398
5.0,25,0.8484252259183306,1.2241952752518106
5.0,26,0.8485383598297744,1.2277913675101813
5.0,27,0.8499303851035257,1.2227847668167828
5.0,28,0.8457974447923458,1.2357660230573595
5.0,29,0.8473580188644576,1.2280097760510809
5.0,30,0.8505147198475365,1.2213226422465233
5.0,31,0.8475060350415615,1.2277684042708266
5.0,32,0.8489792658224267,1.2230480153985281
5.0,33,0.850502401366225,1.2181211742970104
5.0,34,0.8500708232381518,1.2243458499993773
5.0,35,0.8463362777534049,1.2322187301172427
5.0,36,0.8453762373580034,1.231710256695553
5.0,37,0.84754610296921,1.228657235198199
5.0,38,0.8477302521438633,1.225689475815052
5.0,39,0.8479703225877419,1.2282183680094323
5.0,40,0.8497087058944721,1.2232145229399896
5.0,41,0.846568834445338,1.2291163754269747
5.0,42,0.849109767516834,1.2267189685033884
5.0,43,0.8476347935228112,1.2256494343577518
5.0,44,0.8514601100668017,1.2167488522008134
5.0,45,0.8491933205373319,1.223480056981275
5.0,46,0.8464730700015213,1.2339083615998583
5.0,47,0.8461102193403366,1.2335756404121352
5.0,48,0.8441065743340525,1.2357080684402741
5.0,49,0.8446285039950842,1.235824228153076
5.0,50,0.8449170186605156,1.235562880953884
5.0,51,0.8496745044506172,1.2213595040302356
5.0,52,0.8487595912470838,1.224922605221809
5.0,53,0.8456342544604682,1.2343087158653852
5.0,54,0.8477989066348186,1.2275922356252387
5.0,55,0.8464141777020613,1.2289586836656348
5.0,56,0.8489234697274873,1.2258172669600893
5.0,57,0.8469117111962947,1.2294262247444212
5.0,58,0.8483088558546646,1.2261027496560857
5.0,59,0.8466506059617311,1.2318887799252165
5.0,60,0.8482525984790478,1.2261438766939152
5.0,61,0.8456656953055686,1.229979447722771
5.0,62,0.8479515710234404,1.2277272792111584
5.0,63,0.8502480666718776,1.221622200435753
5.0,64,0.8467605931484392,1.2266917143407856
5.0,65,0.8464105969514136,1.2302619711219742
5.0,66,0.8465751045838164,1.2272662637037421
5.0,67,0.8469176107607835,1.230369939708327
5.0,68,0.847803424984768,1.2281616702469387
5.0,69,0.848709228267464,1.2245105663270073
5.0,70,0.84818318131753,1.2232537616173427
5.0,71,0.8448839637044548,1.2351144990871425
5.0,72,0.8492642096158979,1.2243258683717797
5.0,73,0.8454515857880894,1.2307940868047724
5.0,74,0.8476002761300381,1.2292529149690872
5.0,75,0.8482751985708337,1.2244637873442707
5.0,76,0.8465498195001694,1.2272542445711419
5.0,77,0.8507626664111281,1.2202104643732508
5.0,78,0.8459333236017001,1.2309354880524133
5.0,79,0.8461586013397472,1.2294537689536202
5.0,80,0.8488680607101473,1.225337715249201
5.0,81,0.8473858078120671,1.2285859103689272
5.0,82,0.8456203645155702,1.2363234505400513
5.0,83,0.8497339530323554,1.219708295099133
5.0,84,0.8497163476217924,1.2241542814096582
5.0,85,0.8482410490293182,1.2270276973601497
5.0,86,0.8473327460733304,1.2280388852839075
5.0,87,0.8476348480429305,1.2275666549528355
5.0,88,0.8528051456737116,1.215782280887704
5.0,89,0.8490602512660165,1.2269833365114065
5.0,90,0.8494536333375148,1.2232706045805721
5.0,91,0.8490570196231906,1.224453153266457
5.0,92,0.8492398274053115,1.2242287211773186
5.0,93,0.8481581602853092,1.2268038609840743
5.0,94,0.851351684940804,1.2182581133453507
5.0,95,0.852509662571982,1.215172825403976
5.0,96,0.8468928420076658,1.2311168533178165
5.0,97,0.849664613443561,1.2203988274653923
5.0,98,0.8504238639051407,1.2225264070963966
5.0,99,0.8481468132936703,1.2264119126637358
6.0,0,0.8552565848344407,1.202644727927554
6.0,1,0.8535959612772572,1.2055977434354042
6.0,2,0.8554318235283238,1.199814463481903
6.0,3,0.8559611978766728,1.1981704365174093
6.0,4,0.8545786097746976,1.2039016693918185
6.0,5,0.8556177695975212,1.2004752049954235
6.0,6,0.8560479039296057,1.200309145071952
6.0,7,0.8546873117414003,1.203204471694563
6.0,8,0.85870488521617,1.1948566461719383
6.0,9,0.8543571509222576,1.2023192986138707
6.0,10,0.8562579509613173,1.203148324371833
6.0,11,0.8564257304852324,1.202120394388638
6.0,12,0.8552764682357853,1.2037179727112788
6.0,13,0.8568606405721587,1.1993062523663138
6.0,14,0.8539979365323614,1.2064432494764843
6.0,15,0.8554694340704678,1.20148238085997
6.0,16,0.8543540979726147,1.2055285273780598
6.0,17,0.8561708947495515,1.2012574808933605
6.0,18,0.8572056508635684,1.1987787875901925
6.0,19,0.8567576344630538,1.2000595125149638
6.0,20,0.8558666430603322,1.198784433051031
6.0,21,0.8569749018165637,1.1980594350057574
6.0,22,0.8573985615892763,1.198241186734976
6.0,23,0.8540365543478752,1.2035346488644423
6.0,24,0.8554075499967089,1.2015876110049184
6.0,25,0.8557502050703968,1.202006894257528
6.0,26,0.8546445024207818,1.2036910486075478
6.0,27,0.8565380680252865,1.198076178240935
6.0,28,0.855423084851879,1.2024677787248716
6.0,29,0.8587789419378302,1.1943072060967233
6.0,30,0.8568885630824544,1.1956383079239452
6.0,31,0.8538015189012328,1.203282658623408
6.0,32,0.8554408728266085,1.2023928262979067
6.0,33,0.8559957296728503,1.2013761019494718
6.0,34,0.8552876225483375,1.2009342091745563
6.0,35,0.8551859994009181,1.200925445021863
6.0,36,0.8589509927650282,1.1929041836735237
6.0,37,0.8528027665127642,1.20636829026004
6.0,38,0.8542937500788065,1.2033338871057648
6.0,39,0.855132838005736,1.2023276615606209
6.0,40,0.8548271048033926,1.2035542871090228
6.0,41,0.8563841255097431,1.198137928782986
6.0,42,0.8548613972899123,1.201557917030686
6.0,43,0.8529908106909109,1.2099631817947663
6.0,44,0.8533714072473003,1.206812345374517
6.0,45,0.8580319242661019,1.1948274405156443
6.0,46,0.8541087952735683,1.2029189510792935
6.0,47,0.8548533813243462,1.2047303767230886
6.0,48,0.858282912733379,1.1942473374376807
6.0,49,0.8557640972843563,1.2026461817146497
6.0,50,0.8539245589107621,1.2067135050275006
6.0,51,0.8542325513048526,1.204381045579288
6.0,52,0.8536095062169433,1.2091464593608352
6.0,53,0.8514230848965922,1.2130978651414788
6.0,54,0.8528708888434967,1.207114293728826
6.0,55,0.8554937298793469,1.2035222465787418
6.0,56,0.8584562331240193,1.190875419262314
6.0,57,0.8535368825863198,1.2064981462187137
6.0,58,0.8582289482305477,1.1921626297539876
6.0,59,0.8572751433926216,1.1981541823429631
6.0,60,0.8557031899045657,1.2022902191795113
6.0,61,0.8555828712707625,1.2027856376690866
6.0,62,0.8559678277081768,1.2007482175419213
6.0,63,0.8573773001760255,1.195258223709348
6.0,64,0.8547422854659975,1.2034553137896342
6.0,65,0.8564432957348048,1.1973555356510692
6.0,66,0.8559722291703401,1.2021331896589316
6.0,67,0.8531228271009431,1.2105142217368392
6.0,68,0.8546071992752379,1.2026667973656389
6.0,69,0.85235062608251,1.2098376928707453
6.0,70,0.8528000357453022,1.2083490536147614
6.0,71,0.8560639469393451,1.2032592433495826
6.0,72,0.8555842736034989,1.2011571867678228
6.0,73,0.8549574743639002,1.2023784894434626
6.0,74,0.8557441806651096,1.1989982299488335
6.0,75,0.8538515903123948,1.2044446132152054
6.0,76,0.8581712942021629,1.1941879781213764
6.0,77,0.8557932753506764,1.2020339436958356
6.0,78,0.8515689548372398,1.2103102755462378
6.0,79,0.857333817213932,1.1989042378847234
6.0,80,0.8555138997665105,1.2014553041649265
6.0,81,0.8556723555731276,1.202372799726106
6.0,82,0.8587003340412244,1.196349994596519
6.0,83,0.8569732116136841,1.1993663397563747
6.0,84,0.854870216588449,1.2033771687822725
6.0,85,0.8586608257020412,1.1930284254841097
6.0,86,0.8528726247214726,1.2085851145716822
6.0,87,0.8568585627597651,1.197709333828198
6.0,88,0.8549865447046012,1.2013307809636438
6.0,89,0.8548715819335533,1.1994918732713629
6.0,90,0.8567691408539817,1.1993895724109023
6.0,91,0.8552785477692677,1.2008916787976056
6.0,92,0.8560744284302152,1.1992640375740118
6.0,93,0.8574570486473516,1.1972755778748179
6.0,94,0.8579498229827214,1.1949855086966328
6.0,95,0.8552148942078466,1.2013751785046338
6.0,96,0.8535427556005497,1.2041833649697673
6.0,97,0.853977938533464,1.2054429510034042
6.0,98,0.8541529001684169,1.206718430619392
6.0,99,0.8567688276323069,1.1981222415272283
7.0,0,0.8557376050338844,1.1999372658965184
7.0,1,0.8581080386635136,1.1975944465982897
7.0,2,0.8571459727494629,1.1975895491054687
7.0,3,0.8590868683608323,1.190011550379932
7.0,4,0.8578466385054746,1.1915789825426655
7.0,5,0.8563950331135699,1.1945655225914191
7.0,6,0.8595737306412908,1.190638142727729
7.0,7,0.8571514633276585,1.195941416115847
7.0,8,0.8586058316624788,1.189951638139088
7.0,9,0.8598966243199321,1.1875444237966404
7.0,10,0.8593268603039272,1.1934247177876651
7.0,11,0.8571246098423475,1.2003626287481513
7.0,12,0.8553700110732024,1.2011222594649487
7.0,13,0.8561024184421305,1.1956327985190747
7.0,14,0.8568834197593035,1.1936445735318633
7.0,15,0.8572512038932182,1.1970903131699373
7.0,16,0.8562487655411888,1.1952146121101148
7.0,17,0.8569450934919794,1.19597726449446
7.0,18,0.8571423728765851,1.19709278553758
7.0,19,0.8576652371911496,1.1961722256025813
7.0,20,0.8564503310759118,1.1987254300028807
7.0,21,0.8590343483233153,1.1905245835768459
7.0,22,0.8578910475228879,1.197000406065925
7.0,23,0.8557526770827938,1.1992054826001168
7.0,24,0.8584637531932844,1.1940535388028046
7.0,25,0.8566482163293136,1.1952728667714059
7.0,26,0.8589573286069941,1.1939724892000967
7.0,27,0.8614312747414842,1.1848050609413594
7.0,28,0.8577182965859416,1.1937080960171926
7.0,29,0.8582798841665858,1.1938812264515997
7.0,30,0.855430083702405,1.1983362964718356
7.0,31,0.8558378830945044,1.199207458304952
7.0,32,0.8573982369415255,1.1931568111583102
7.0,33,0.8603007857990848,1.186368397726284
7.0,34,0.8552805313000479,1.2005688067077136
7.0,35,0.85644748990943,1.1966148566853834
7.0,36,0.8579952060204399,1.1932574915881349
7.0,37,0.8585631457218389,1.1908175012732125
7.0,38,0.8562773147144405,1.2013159547714232
7.0,39,0.8625228614553756,1.1815003740129701
7.0,40,0.8560858532443343,1.1994804138772215
7.0,41,0.8604319718617465,1.1846341160911589
7.0,42,0.857542451222784,1.1917393639761014
7.0,43,0.8556275862163853,1.198102950608648
7.0,44,0.8589476130379097,1.1889765444638414
7.0,45,0.855136704586859,1.1979521354189857
7.0,46,0.8590874357345502,1.1936603113903783
7.0,47,0.8560795085270295,1.2017602442572182
7.0,48,0.8558304566347923,1.197347826619372
7.0,49,0.8572477873826568,1.193965489423497
7.0,50,0.8595804751643009,1.190317411225546
7.0,51,0.8565052939482617,1.1982416095725101
7.0,52,0.8578936165504231,1.195807199778306
7.0,53,0.860285294085104,1.1904976022292164
7.0,54,0.858109426629701,1.1952538173313827
7.0,55,0.8572429410968252,1.1946436394191429
7.0,56,0.8589746547193973,1.190458024247745
7.0,57,0.8534796100815926,1.2082671316197655
7.0,58,0.8550017747817857,1.1996614487681718
7.0,59,0.859169570425261,1.1877668905851209
7.0,60,0.8578937493013669,1.1965231759410853
7.0,61,0.860438752724286,1.1880131344288174
7.0,62,0.8570825356188713,1.1966880144819247
7.0,63,0.8538639731166465,1.208068411738377
7.0,64,0.8586557336143174,1.1901459826185172
7.0,65,0.8569554618800529,1.196116438081716
7.0,66,0.8532479224108133,1.205147706228446
7.0,67,0.8596195040170377,1.1870536451464802
7.0,68,0.8561116734221974,1.2014347202992353
7.0,69,0.8555972403769417,1.199569147154852
7.0,70,0.8563943699238833,1.1972756670674671
7.0,71,0.8618382870535858,1.182982760015626
7.0,72,0.8578893800229309,1.1940068864020141
7.0,73,0.858548476883647,1.1919115391760184
7.0,74,0.8590732701264241,1.189303667244653
7.0,75,0.8580306662472323,1.1925374095596684
7.0,76,0.8585980168431776,1.190343644101461
7.0,77,0.8616065503187134,1.1826900298334917
7.0,78,0.8569027004453978,1.195815447324469
7.0,79,0.856918558157285,1.1975369697955147
7.0,80,0.8571999771023612,1.1955621417530946
7.0,81,0.8552425883170439,1.1996868924486495
7.0,82,0.8585247046069389,1.1935978899692676
7.0,83,0.8583149398501655,1.1932215064551215
7.0,84,0.8535998728092086,1.2066280489896968
7.0,85,0.8587833566686088,1.1897348513999426
7.0,86,0.856715983267988,1.1969039706614446
7.0,87,0.8594429891564082,1.1881686727883896
7.0,88,0.8551549778670381,1.2007709462806226
7.0,89,0.8581876928853551,1.191750049236721
7.0,90,0.8578979882123494,1.1959873413246167
7.0,91,0.855993412404717,1.200204032644566
7.0,92,0.8550877334753331,1.1993964130602084
7.0,93,0.8547660797366803,1.2008457427734127
7.0,94,0.8566668406299595,1.1969606148230372
7.0,95,0.856122947940653,1.198070866448759
7.0,96,0.8565962460090992,1.1980911304558555
7.0,97,0.8572673633748912,1.1937147668481984
7.0,98,0.8554751904243045,1.2006073579846828
7.0,99,0.8573308790951444,1.196315084058273
8.0,0,0.8533440853620622,1.2065816948831904
8.0,1,0.8551266702946971,1.2010289064511497
8.0,2,0.8546293453516962,1.2045634135920058
8.0,3,0.8561193588726652,1.2003291116116752
8.0,4,0.8545281555012608,1.2040593164601725
8.0,5,0.8530963856192115,1.2085839459898982
8.0,6,0.8572159656915632,1.1953358287120328
8.0,7,0.8555637484125148,1.2007796855663637
8.0,8,0.8578361561991361,1.19426994649001
8.0,9,0.8512282190010321,1.2130801522685632
8.0,10,0.8565050948414922,1.1961286785533627
8.0,11,0.8527142600996663,1.2078634573311076
8.0,12,0.8546198817103077,1.2024731442724408
8.0,13,0.8546111995278851,1.2054682720090846
8.0,14,0.8539682133866223,1.2062523644390784
8.0,15,0.8565032044552013,1.1990275379413793
8.0,16,0.8543714151849627,1.204806655238768
8.0,17,0.8531655685466243,1.2062276359610447
8.0,18,0.852687597474547,1.205868100562366
8.0,19,0.8535040594288925,1.2080381973362921
8.0,20,0.8545776614146807,1.2032340181734213
8.0,21,0.85636953293169,1.1970052247322942
8.0,22,0.8513785083218113,1.2150881051160458
8.0,23,0.8547206568823275,1.204263855047051
8.0,24,0.8520946794851588,1.2118091572042562
8.0,25,0.8540615535257892,1.206043545192311
8.0,26,0.8540098760314229,1.2020426646250468
8.0,27,0.852090913834617,1.2105302742966233
8.0,28,0.8542600715818384,1.2056673607805592
8.0,29,0.8545919201269113,1.205272515573419
8.0,30,0.8540810023214895,1.207069672675384
8.0,31,0.8551437960606678,1.203269668694181
8.0,32,0.8534513514094484,1.2051487096438105
8.0,33,0.8519436599979358,1.213267205689931
8.0,34,0.8557067542300121,1.1984007691357834
8.0,35,0.8558063113762663,1.1976952751570926
8.0,36,0.8533910570338007,1.2064456144990607
8.0,37,0.8519945002897775,1.2127247351270987
8.0,38,0.8531023284303794,1.207205832674141
8.0,39,0.8536440223483905,1.205126680373362
8.0,40,0.8513283478357956,1.2128448559798082
8.0,41,0.8515915641666706,1.2106232447924632
8.0,42,0.8554162960114446,1.2015312650898702
8.0,43,0.8528645104038024,1.2117022248983316
8.0,44,0.8533666244270235,1.205692035858979
8.0,45,0.8532233099713623,1.2045578043268712
8.0,46,0.8530374129415371,1.2065258700073642
8.0,47,0.8571637030972304,1.1963481607097617
8.0,48,0.857049352879349,1.197666208810051
8.0,49,0.8555664585219108,1.199040525781308
8.0,50,0.8533460067872847,1.2076147304780707
8.0,51,0.8551291004750528,1.2040093866455694
8.0,52,0.8572957503884715,1.1991850787595884
